Project,Era,SampleYear,Region,RegionAbbr,AR_Complex,AR_Complex_abbr,Site,SiteType,SampleDate,DiveReplicate,DepthZone,Transect,BenthicReefSpecies,SpeciesGroupF,Abundance,area.m2,Temperature_c,Latitude_d,Longitude_d,SurveyDepth_m
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7C,Module,2022-11-11,2,ARM,PVR 7C 11-Nov-2022 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,0,60,NA,33.719547,-118.342283,21.6
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7C,Module,2022-10-25,1,ARM,PVR 7C 25-Oct-2022 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,0,60,14,33.71957,-118.34234,20.285714285714285
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8A,Module,2022-10-18,1,ARM,PVR 8A 18-Oct-2022 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,14,60,13.375,33.7193,-118.34009,16.86
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8A,Module,2022-10-18,2,ARM,PVR 8A 18-Oct-2022 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,9,60,13.375,33.7193,-118.34009,16.86
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8B,Module,2022-10-18,1,ARM,PVR 8B 18-Oct-2022 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,0,60,13,33.71884,-118.34057,19.122222222222224
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8B,Module,2022-10-18,2,ARM,PVR 8B 18-Oct-2022 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,0,60,13,33.71884,-118.34057,19.122222222222224
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8C,Module,2022-10-18,1,ARM,PVR 8C 18-Oct-2022 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,0,60,13,33.71836,-118.34039,19.544444444444444
VRG 2022,Post-Construction,2022,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8C,Module,2022-10-18,2,ARM,PVR 8C 18-Oct-2022 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,0,60,13,33.71836,-118.34039,19.544444444444444
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2A,Module,2023-11-28,1,ARM,PVR 2A 28-Nov-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,4,60,15.375,33.7234,-118.34996,16.02
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2A,Module,2023-11-28,2,ARM,PVR 2A 28-Nov-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,9,60,15.375,33.7234,-118.34996,16.02
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2B,Module,2023-11-28,1,ARM,PVR 2B 28-Nov-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,2,60,16,33.72278,-118.34978,17.433333333333334
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2B,Module,2023-11-28,2,ARM,PVR 2B 28-Nov-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,7,60,16,33.72278,-118.34978,17.433333333333334
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2C,Module,2023-11-28,1,ARM,PVR 2C 28-Nov-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,0,60,15.5,33.72254,-118.3491,17.544444444444444
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2C,Module,2023-11-28,2,ARM,PVR 2C 28-Nov-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,2,60,15.5,33.72254,-118.3491,17.544444444444444
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4D,Module,2023-11-09,1,ARM,PVR 4D 09-Nov-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,10,60,16.125,33.72197,-118.347205,16.86
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4D,Module,2023-11-09,2,ARM,PVR 4D 09-Nov-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,13,60,16.125,33.72197,-118.347205,16.86
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4B,Module,2023-11-09,1,ARM,PVR 4B 09-Nov-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,14,60,16.242857142857144,33.72156,-118.346783,17.322222222222223
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4B,Module,2023-11-09,2,ARM,PVR 4B 09-Nov-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,36,60,16.242857142857144,33.72156,-118.346783,17.322222222222223
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4C,Module,2023-11-09,1,ARM,PVR 4C 09-Nov-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,6,60,NA,33.7211,-118.346738,19.18888888888889
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4C,Module,2023-11-09,2,ARM,PVR 4C 09-Nov-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,19,60,NA,33.7211,-118.346738,19.18888888888889
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5A,Module,2023-11-03,1,ARM,PVR 5A 03-Nov-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,13,60,16.5,33.72157,-118.34582,17.35
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5A,Module,2023-11-03,2,ARM,PVR 5A 03-Nov-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,10,60,16.5,33.72157,-118.34582,17.35
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5B,Module,2023-11-03,1,ARM,PVR 5B 03-Nov-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,4,60,16,33.72099,-118.3454,18.322222222222223
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5B,Module,2023-11-03,2,ARM,PVR 5B 03-Nov-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,8,60,16,33.72099,-118.3454,18.322222222222223
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5C,Module,2023-11-03,1,ARM,PVR 5C 03-Nov-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,4,60,15.5,33.72046,-118.34526,19.744444444444444
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5C,Module,2023-11-03,2,ARM,PVR 5C 03-Nov-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,9,60,15.5,33.72046,-118.34526,19.744444444444444
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6A,Module,2023-10-26,1,ARM,PVR 6A 26-Oct-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,11,60,16,33.72102,-118.34388,16.9
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6A,Module,2023-10-26,2,ARM,PVR 6A 26-Oct-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,13,60,16,33.72102,-118.34388,16.9
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6D,Module,2023-10-25,1,ARM,PVR 6D 25-Oct-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,9,60,17.9,33.72051,-118.34391,19.344444444444445
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6D,Module,2023-10-25,2,ARM,PVR 6D 25-Oct-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,3,60,17.9,33.72051,-118.34391,19.344444444444445
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6C,Module,2023-10-26,1,ARM,PVR 6C 26-Oct-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,0,60,15,33.71998,-118.34387,21.01111111111111
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6C,Module,2023-10-26,2,ARM,PVR 6C 26-Oct-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,0,60,15,33.71998,-118.34387,21.01111111111111
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7A,Module,2023-10-25,1,ARM,PVR 7A 25-Oct-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,6,60,19.5,33.7204,-118.3424,16.61
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7A,Module,2023-10-25,2,ARM,PVR 7A 25-Oct-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,5,60,19.5,33.7204,-118.3424,16.61
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7B,Module,2023-10-25,1,ARM,PVR 7B 25-Oct-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,20,60,19.5,33.72019,-118.34245,18.3
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7B,Module,2023-10-25,2,ARM,PVR 7B 25-Oct-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,4,60,19.5,33.72019,-118.34245,18.3
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7C,Module,2023-10-03,1,ARM,PVR 7C 03-Oct-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,0,60,14.55,33.71962,-118.34231,20.166666666666668
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7C,Module,2023-10-03,2,ARM,PVR 7C 03-Oct-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,0,60,14.55,33.71962,-118.34231,20.166666666666668
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8A,Module,2023-10-03,1,ARM,PVR 8A 03-Oct-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,0,60,14.55,33.7193,-118.34009,17.46
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8A,Module,2023-10-03,2,ARM,PVR 8A 03-Oct-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,0,60,14.55,33.7193,-118.34009,17.46
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8B,Module,2023-09-29,1,ARM,PVR 8B 29-Sep-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,0,60,13,33.71884,-118.34057,20
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8B,Module,2023-09-29,2,ARM,PVR 8B 29-Sep-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,0,60,13,33.71884,-118.34057,20
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8C,Module,2023-09-29,1,ARM,PVR 8C 29-Sep-2023 Swath ARM 1,Macrocystis pyrifera,kelp - canopy,0,60,13,33.71836,-118.34039,20.38888888888889
VRG 2023,Post-Construction,2023,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8C,Module,2023-09-29,2,ARM,PVR 8C 29-Sep-2023 Swath ARM 2,Macrocystis pyrifera,kelp - canopy,0,60,13,33.71836,-118.34039,20.38888888888889
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2A,Module,2020-11-13,1,ARM,PVR 2A 13-Nov-2020 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,12.5,33.7234,-118.34996,18.09
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2A,Module,2020-11-13,2,ARM,PVR 2A 13-Nov-2020 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,12.5,33.7234,-118.34996,18.09
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2B,Module,2020-11-13,1,ARM,PVR 2B 13-Nov-2020 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.72278,-118.34978,18.288888888888888
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2B,Module,2020-11-13,2,ARM,PVR 2B 13-Nov-2020 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.72278,-118.34978,18.288888888888888
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2C,Module,2020-11-13,1,ARM,PVR 2C 13-Nov-2020 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.72254,-118.3491,17.566666666666666
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2C,Module,2020-11-13,2,ARM,PVR 2C 13-Nov-2020 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,13,60,13,33.72254,-118.3491,17.566666666666666
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4D,Module,2020-12-01,1,ARM,PVR 4D 01-Dec-2020 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14,33.72197,-118.34721,18.27
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4D,Module,2020-12-01,2,ARM,PVR 4D 01-Dec-2020 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14,33.72197,-118.34721,18.27
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4B,Module,2020-12-01,1,ARM,PVR 4B 01-Dec-2020 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13.5,33.72156,-118.34678,19.1
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4B,Module,2020-12-01,2,ARM,PVR 4B 01-Dec-2020 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13.5,33.72156,-118.34678,19.1
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4C,Module,2020-12-01,1,ARM,PVR 4C 01-Dec-2020 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13.5,33.7211,-118.34674,20.766666666666666
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4C,Module,2020-12-01,2,ARM,PVR 4C 01-Dec-2020 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13.5,33.7211,-118.34674,20.766666666666666
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5A,Module,2020-12-12,1,ARM,PVR 5A 12-Dec-2020 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.72157,-118.34582,17.94
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5A,Module,2020-12-12,2,ARM,PVR 5A 12-Dec-2020 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.72157,-118.34582,17.94
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5B,Module,2020-12-12,1,ARM,PVR 5B 12-Dec-2020 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.72099,-118.3454,19.022222222222226
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5B,Module,2020-12-12,2,ARM,PVR 5B 12-Dec-2020 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.72099,-118.3454,19.022222222222226
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5C,Module,2020-12-01,1,ARM,PVR 5C 01-Dec-2020 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13.5,33.72046,-118.34526,19.233333333333334
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5C,Module,2020-12-01,2,ARM,PVR 5C 01-Dec-2020 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13.5,33.72046,-118.34526,19.233333333333334
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6A,Module,2021-01-15,1,ARM,PVR 6A 15-Jan-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,3,60,12,33.72104,-118.34395,17.67
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6A,Module,2021-01-15,2,ARM,PVR 6A 15-Jan-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,12,33.72104,-118.34395,17.67
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6D,Module,2020-12-12,1,ARM,PVR 6D 12-Dec-2020 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13.5,33.72051,-118.34391,18.677777777777777
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6D,Module,2020-12-12,2,ARM,PVR 6D 12-Dec-2020 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13.5,33.72051,-118.34391,18.677777777777777
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6C,Module,2020-12-12,1,ARM,PVR 6C 12-Dec-2020 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.71998,-118.34387,20.255555555555556
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6C,Module,2020-12-12,2,ARM,PVR 6C 12-Dec-2020 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.71998,-118.34387,20.255555555555556
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7A,Module,2021-01-15,1,ARM,PVR 7A 15-Jan-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,12,33.72034,-118.34245,17.28
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7A,Module,2021-01-15,2,ARM,PVR 7A 15-Jan-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,12,33.72034,-118.34245,17.28
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7B,Module,2021-01-15,1,ARM,PVR 7B 15-Jan-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.7201,-118.34242,18.96666666666667
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7B,Module,2021-01-15,2,ARM,PVR 7B 15-Jan-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.7201,-118.34242,18.96666666666667
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7C,Module,2021-01-15,1,ARM,PVR 7C 15-Jan-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.71967,-118.3424,20.522222222222226
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 7C,Module,2021-01-15,2,ARM,PVR 7C 15-Jan-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.71967,-118.3424,20.522222222222226
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8A,Module,2021-02-19,1,ARM,PVR 8A 19-Feb-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.7193011,-118.340093,16.67
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8A,Module,2021-02-19,2,ARM,PVR 8A 19-Feb-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,4,60,13,33.7193011,-118.340093,16.67
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8B,Module,2021-02-19,1,ARM,PVR 8B 19-Feb-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.7188369,-118.340566,18.6
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8B,Module,2021-02-19,2,ARM,PVR 8B 19-Feb-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.7188369,-118.340566,18.6
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8C,Module,2021-02-19,1,ARM,PVR 8C 19-Feb-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.7183608,-118.340393,19.477777777777774
VRG 2020B,Post-Construction,2020,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 8C,Module,2021-02-19,2,ARM,PVR 8C 19-Feb-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,13,33.7183608,-118.340393,19.477777777777774
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2A,Module,2021-11-16,1,ARM,PVR 2A 16-Nov-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,75,60,14.75,33.7234015,-118.349965,16.66
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2A,Module,2021-11-16,2,ARM,PVR 2A 16-Nov-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,52,60,14.75,33.7234015,-118.349965,16.66
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2B,Module,2021-11-16,1,ARM,PVR 2B 16-Nov-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,12,60,14.25,33.722784,-118.349776,17.866666666666667
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2B,Module,2021-11-16,2,ARM,PVR 2B 16-Nov-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14.25,33.722784,-118.349776,17.866666666666667
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2C,Module,2021-11-17,1,ARM,PVR 2C 17-Nov-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14.45,33.72254,-118.3491,17.4
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 2C,Module,2021-11-17,2,ARM,PVR 2C 17-Nov-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,0,60,14.45,33.72254,-118.3491,17.4
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4D,Module,2021-11-18,1,ARM,PVR 4D 18-Nov-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,29,60,15,33.72197,-118.34721,17.17
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4D,Module,2021-11-18,2,ARM,PVR 4D 18-Nov-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,7,60,15,33.72197,-118.34721,17.17
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4B,Module,2021-11-17,1,ARM,PVR 4B 17-Nov-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,26,60,14.27,33.72156,-118.34678,19.022222222222226
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4B,Module,2021-11-17,2,ARM,PVR 4B 17-Nov-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,18,60,14.27,33.72156,-118.34678,19.022222222222226
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4C,Module,2021-11-18,1,ARM,PVR 4C 18-Nov-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,13,60,13.7,33.7211,-118.34674,19.555555555555557
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 4C,Module,2021-11-18,2,ARM,PVR 4C 18-Nov-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,7,60,13.7,33.7211,-118.34674,19.555555555555557
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5A,Module,2021-11-19,1,ARM,PVR 5A 19-Nov-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,156,60,14.75,33.72157,-118.34582,16.95
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5A,Module,2021-11-19,2,ARM,PVR 5A 19-Nov-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,121,60,14.75,33.72157,-118.34582,16.95
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5B,Module,2021-11-18,1,ARM,PVR 5B 18-Nov-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,70,60,14,33.72099,-118.3454,18.055555555555557
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5B,Module,2021-11-18,2,ARM,PVR 5B 18-Nov-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,62,60,14,33.72099,-118.3454,18.055555555555557
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5C,Module,2021-11-18,1,ARM,PVR 5C 18-Nov-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,31,60,13.45,33.72046,-118.34526,18.9
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 5C,Module,2021-11-18,2,ARM,PVR 5C 18-Nov-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,20,60,13.45,33.72046,-118.34526,18.9
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6A,Module,2021-12-02,1,ARM,PVR 6A 02-Dec-2021 Swath ARM 1,Macrocystis pyrifera stipes,giant kelp stipes,239,60,14.5,33.7210221,-118.343881,15.2
VRG 2021,Post-Construction,2021,Palos Verdes,AR,Palos Verdes Reef,PVR,PVR 6A,Module,2021-12-02,2,ARM,PVR 6A 02-Dec-2021 Swath ARM 2,Macrocystis pyrifera stipes,giant kelp stipes,263,60,14.5,33.7210221,-118.343881,15.2
