YEAR,DATE,MONTH,SITE,PLANT,DEPTH,FROND,LNGTH_WC,DIAM_WC,WT_WC,NODES_WC,WT_NB_WC,LNGTH_C,DIAM_C,WT_C,NODES_C,WT_NB_C,STATUS,SCRAP,BLADES,NOTES,use,Sum water column and canopy lengths,Sum water column and canopy weight
2002,6/12/02,6,ABUR,1,6.7,2,0.5,,0.03,,,0,,0,,,G,12.14,,,Y,0.5,0.03
2002,6/12/02,6,ABUR,1,6.7,3,1.4,,0.13,,,0,,0,,,G,12.14,,,Y,1.4,0.13
2002,6/12/02,6,ABUR,1,6.7,4,0.6,,0.04,,,0,,0,,,G,12.14,,,Y,0.6,0.04
2002,6/12/02,6,ABUR,1,6.7,5,2.1,,0.14,,,0,,0,,,G,12.14,,,Y,2.1,0.14
2002,6/12/02,6,ABUR,1,6.7,6,1.7,,0.1,,,0,,0,,,G,12.14,,,Y,1.7,0.1
2002,6/12/02,6,ABUR,1,6.7,7,1,,0.08,,,0,,0,,,G,12.14,,,Y,1,0.08
2002,6/12/02,6,ABUR,1,6.7,8,3.6,,0.32,,,0,,0,,,G,12.14,,,Y,3.6,0.32
2002,6/12/02,6,ABUR,1,6.7,9,3.6,,0.36,,,0,,0,,,G,12.14,,,Y,3.6,0.36
2002,6/12/02,6,ABUR,1,6.7,10,4.1,,0.45,,,0,,0,,,G,12.14,,,Y,4.1,0.45
2002,6/12/02,6,ABUR,1,6.7,11,2.5,,0.18,,,0,,0,,,G,12.14,,,Y,2.5,0.18
2002,6/12/02,6,ABUR,1,6.7,12,3.7,,0.27,,,0,,0,,,G,12.14,,,Y,3.7,0.27
2002,6/12/02,6,ABUR,1,6.7,13,6.7,,1.06,,,0.4,,0.01,,,G,12.14,,,Y,7.1,1.07
2002,6/12/02,6,ABUR,1,6.7,14,6.7,,0.56,,,8.4,,2.92,,,G,12.14,,,Y,15.1,3.48
2002,6/12/02,6,ABUR,1,6.7,15,6.7,,0.95,,,0.2,,0.03,,,G,12.14,,,Y,6.9,0.98
2002,6/12/02,6,ABUR,1,6.7,16,5.3,,0.56,,,0,,0,,,G,12.14,,,Y,5.3,0.56
2002,6/12/02,6,ABUR,1,6.7,17,4.2,,0.38,,,0,,0,,,G,12.14,,,Y,4.2,0.38
2002,6/12/02,6,ABUR,1,6.7,18,4.6,,0.43,,,0,,0,,,G,12.14,,,Y,4.6,0.43
2002,6/12/02,6,ABUR,1,6.7,19,6.2,,0.8,,,0,,0,,,G,12.14,,,Y,6.2,0.8
2002,6/12/02,6,ABUR,1,6.7,20,0.6,,0.02,,,0,,0,,,G,12.14,,,Y,0.6,0.02
2002,6/12/02,6,ABUR,1,6.7,21,6.7,,0.61,,,4.7,,1.33,,,G,12.14,,,Y,11.4,1.94
2002,6/12/02,6,ABUR,1,6.7,22,6.7,,0.71,,,2.8,,0.47,,,G,12.14,,,Y,9.5,1.18
2002,6/12/02,6,ABUR,1,6.7,23,6.7,,0.52,,,5.7,,1.53,,,G,12.14,,,Y,12.4,2.05
2002,6/12/02,6,ABUR,1,6.7,24,6.7,,0.79,,,2.3,,1,,,T,12.14,,,Y,9,1.79
2002,6/12/02,6,ABUR,1,6.7,25,6.7,,0.64,,,0,,0,,,C,12.14,,,Y,6.7,0.64
2002,6/12/02,6,ABUR,1,6.7,26,6.3,,0.86,,,0,,0,,,C,12.14,,,Y,6.3,0.86
2002,6/12/02,6,ABUR,1,6.7,27,6.7,,0.46,,,10.8,,4.04,,,C,12.14,,,Y,17.5,4.5
2002,6/12/02,6,ABUR,1,6.7,28,6.7,,1.04,,,0.9,,0.07,,,G,12.14,,,Y,7.6,1.11
2002,6/12/02,6,ABUR,1,6.7,29,6.7,,0.9,,,0,,0,,,G,12.14,,,Y,6.7,0.9
2002,6/12/02,6,ABUR,1,6.7,30,6.7,,0.81,,,0.3,,0.05,,,G,12.14,,,Y,7,0.86
2002,6/12/02,6,ABUR,1,6.7,31,6.7,,0.85,,,8.4,,0.32,,,G,12.14,,,Y,15.1,1.17
2002,6/12/02,6,ABUR,1,6.7,32,6.7,,0.55,,,6.4,,1.82,,,G,12.14,,,Y,13.1,2.37
2002,6/12/02,6,ABUR,1,6.7,33,6.7,,0.46,,,9.6,,3.3,,,G,12.14,,,Y,16.3,3.76
2002,6/12/02,6,ABUR,1,6.7,34,6.7,,0.47,,,8,,0.25,,,G,12.14,,,Y,14.7,0.72
2002,6/12/02,6,ABUR,1,6.7,35,6.7,,0.54,,,1.3,,0.16,,,C,12.14,,,Y,8,0.7
2002,6/12/02,6,ABUR,1,6.7,36,6.7,,0.49,,,2.6,,0.39,,,C,12.14,,,Y,9.3,0.88
2002,6/12/02,6,ABUR,1,6.7,37,6.7,,0.76,,,7.9,,2.29,,,T,12.14,,,Y,14.6,3.05
2002,6/12/02,6,ABUR,1,6.7,38,6.7,,0.55,,,10.3,,3.5,,,T,12.14,,,Y,17,4.05
2002,6/12/02,6,ABUR,1,6.7,39,6.7,,0.49,,,8.3,,1.52,,,T,12.14,,,Y,15,2.01
2002,6/12/02,6,ABUR,1,6.7,40,1,,0.11,,,0,,0,,,C,12.14,,,Y,1,0.11
2002,6/12/02,6,ABUR,1,6.7,41,4.7,,0.27,,,0,,0,,,C,12.14,,,Y,4.7,0.27
2002,6/12/02,6,ABUR,1,6.7,42,6.7,,0.39,,,0.5,,0.05,,,C,12.14,,,Y,7.2,0.44
2002,6/12/02,6,ABUR,1,6.7,43,6.7,,0.62,,,3,,0.92,,,T,12.14,,,Y,9.7,1.54
2002,6/12/02,6,ABUR,1,6.7,44,6.7,,0.67,,,4,,0.62,,,T,12.14,,,Y,10.7,1.29
2002,6/12/02,6,ABUR,1,6.7,45,6.7,,0.64,,,2.7,,0.4,,,C,12.14,,,Y,9.4,1.04
2002,6/12/02,6,ABUR,1,6.7,46,6.7,,0.43,,,13.7,,3.44,,,T,12.14,,,Y,20.4,3.87
2002,6/12/02,6,ABUR,1,6.7,47,6.7,,1.39,,,5.8,,1.72,,,T,12.14,,,Y,12.5,3.11
2002,6/12/02,6,ABUR,1,6.7,48,6.7,,0.8,,,1.5,,0.49,,,T,12.14,,,Y,8.2,1.29
2002,6/12/02,6,ABUR,1,6.7,49,6.7,,2.42,,,5.3,,2.11,,,T,12.14,,,Y,12,4.53
2002,6/12/02,6,ABUR,1,6.7,50,6.7,,0.43,,,10.5,,3.01,,,G,12.14,,,Y,17.2,3.44
2002,6/12/02,6,ABUR,1,6.7,51,6.7,,0.48,,,7.6,,2.43,,,G,12.14,,,Y,14.3,2.91
2002,6/12/02,6,ABUR,1,6.7,52,6.7,,0.47,,,8.2,,2.81,,,T,12.14,,,Y,14.9,3.28
2002,6/12/02,6,ABUR,1,6.7,53,6.7,,0.76,,,4.9,,1.66,,,G,12.14,,,Y,11.6,2.42
2002,6/13/02,6,AQUE,1,7,1,7,,1.22,,,7.2,,2.27,,,G,4.33,,,Y,14.2,3.49
2002,6/13/02,6,AQUE,1,7,2,7,,0.29,,,10.6,,1.11,,,T,4.33,,,Y,17.6,1.4
2002,6/13/02,6,AQUE,1,7,3,4.8,,0.4,,,0,,0,,,G,4.33,,,Y,4.8,0.4
2002,6/13/02,6,AQUE,1,7,4,1.2,,0.07,,,0,,0,,,G,4.33,,,Y,1.2,0.07
2002,6/13/02,6,AQUE,1,7,5,2.3,,0.19,,,0,,0,,,G,4.33,,,Y,2.3,0.19
2002,6/13/02,6,AQUE,1,7,6,2.3,,0.17,,,0,,0,,,G,4.33,,,Y,2.3,0.17
2002,6/13/02,6,AQUE,1,7,7,7,,0.29,,,8.2,,1.23,,,T,4.33,,,Y,15.2,1.52
2002,6/13/02,6,AQUE,1,7,8,7,,0.65,,,3,,0.91,,,G,4.33,,,Y,10,1.56
2002,6/13/02,6,AQUE,1,7,9,6.6,,0.78,,,0,,0,,,G,4.33,,,Y,6.6,0.78
2002,6/13/02,6,AQUE,1,7,10,7,,0.82,,,3.3,,0.97,,,G,4.33,,,Y,10.3,1.79
2002,6/13/02,6,AQUE,1,7,11,4.2,,0.36,,,0,,0,,,G,4.33,,,Y,4.2,0.36
2002,6/13/02,6,AQUE,1,7,12,1.6,,0.08,,,0,,0,,,G,4.33,,,Y,1.6,0.08
2002,6/13/02,6,AQUE,1,7,13,7,,0.35,,,6,,1.43,,,G,4.33,,,Y,13,1.78
2002,6/13/02,6,AQUE,1,7,14,7,,0.62,,,5.1,,0.63,,,T,4.33,,,Y,12.1,1.25
2002,6/13/02,6,AQUE,1,7,15,4,,0.41,,,0,,0,,,G,4.33,,,Y,4,0.41
2002,6/13/02,6,AQUE,1,7,16,1,,0.07,,,0,,0,,,G,4.33,,,Y,1,0.07
2002,6/13/02,6,AQUE,1,7,17,4.1,,0.3,,,0,,0,,,G,4.33,,,Y,4.1,0.3
2002,6/13/02,6,AQUE,1,7,18,7,,0.81,,,2.6,,0.74,,,G,4.33,,,Y,9.6,1.55
2002,6/13/02,6,AQUE,1,7,19,5.5,,0.42,,,0,,0,,,G,4.33,,,Y,5.5,0.42
2002,6/13/02,6,AQUE,1,7,20,7,,0.57,,,3.8,,1.17,,,G,4.33,,,Y,10.8,1.74
2002,6/13/02,6,AQUE,1,7,21,7,,0.71,,,3.1,,0.97,,,G,4.33,,,Y,10.1,1.68
2002,6/13/02,6,AQUE,1,7,22,7,,0.33,,,6.8,,0.51,,,T,4.33,,,Y,13.8,0.84
2002,6/13/02,6,AQUE,2,7,1,0.9,,0.08,,,0,,0,,,G,4.33,,,Y,0.9,0.08
2002,6/13/02,6,AQUE,2,7,2,3.1,,0.36,,,0,,0,,,G,4.33,,,Y,3.1,0.36
2002,6/13/02,6,AQUE,2,7,3,7,,0.69,,,5.7,,2.2,,,G,4.33,,,Y,12.7,2.89
2002,6/13/02,6,AQUE,2,7,4,1.4,,0.13,,,0,,0,,,G,4.33,,,Y,1.4,0.13
2002,6/13/02,6,AQUE,2,7,5,1.6,,0.14,,,0,,0,,,G,4.33,,,Y,1.6,0.14
2002,6/13/02,6,AQUE,2,7,6,4,,0.66,,,0,,0,,,G,4.33,,,Y,4,0.66
2002,6/13/02,6,AQUE,2,7,7,7,,0.58,,,6.7,,2.13,,,G,4.33,,,Y,13.7,2.71
2002,6/13/02,6,AQUE,2,7,8,7,,1.53,,,0.8,,0.13,,,G,4.33,,,Y,7.8,1.66
2002,6/13/02,6,AQUE,2,7,9,7,,1.51,,,7.7,,3.52,,,T,4.33,,,Y,14.7,5.03
2002,6/13/02,6,AQUE,2,7,10,5.9,,1.71,,,0,,0,,,G,4.33,,,Y,5.9,1.71
2002,6/13/02,6,AQUE,2,7,11,7,,0.91,,,6,,2.38,,,G,4.33,,,Y,13,3.29
2002,6/13/02,6,AQUE,2,7,12,7,,1.37,,,0,,0,,,G,4.33,,,Y,7,1.37
2002,6/13/02,6,AQUE,2,7,13,7,,8.26,,,2.9,,1.13,,,G,4.33,,,N,9.9,9.39
2002,6/13/02,6,AQUE,2,7,14,7,,0.63,,,4,,1.41,,,T,4.33,,,Y,11,2.04
2002,6/13/02,6,AQUE,2,7,15,4.4,,0.64,,,0,,0,,,G,4.33,,,Y,4.4,0.64
2002,6/13/02,6,AQUE,2,7,16,6.3,,1.19,,,0,,0,,,G,4.33,,,Y,6.3,1.19
2002,6/13/02,6,AQUE,2,7,17,7,,0.45,,,8.2,,1.62,,,T,4.33,,,Y,15.2,2.07
2002,6/13/02,6,AQUE,2,7,18,7,,1.22,,,0.3,,0.34,,,G,4.33,,,Y,7.3,1.56
2002,6/13/02,6,AQUE,2,7,19,1.2,,1,,,0,,0,,,G,4.33,,,Y,1.2,1
2002,6/13/02,6,AQUE,2,7,20,0.5,,0.95,,,0,,0,,,G,4.33,,,N,0.5,0.95
2002,6/13/02,6,AQUE,2,7,21,7,,1.32,,,8,,1.86,,,T,4.33,,,Y,15,3.18
2002,7/10/02,7,MOHK,1,8.8,1,0.3,,0.01,,,0,,0,,,G,4.71,,,Y,0.3,0.01
2002,7/10/02,7,MOHK,1,8.8,2,1.3,,0.13,,,0,,0,,,G,4.71,,,Y,1.3,0.13
2002,7/10/02,7,MOHK,1,8.8,3,1.9,,0.22,,,0,,0,,,G,4.71,,,Y,1.9,0.22
2002,7/10/02,7,MOHK,1,8.8,4,0.6,,0.09,,,0,,0,,,G,4.71,,,Y,0.6,0.09
2002,7/10/02,7,MOHK,1,8.8,5,1.8,,0.22,,,0,,0,,,G,4.71,,,Y,1.8,0.22
2002,7/10/02,7,MOHK,1,8.8,6,1.5,,0.18,,,0,,0,,,G,4.71,,,Y,1.5,0.18
2002,7/10/02,7,MOHK,1,8.8,7,0.6,,0.1,,,0,,0,,,G,4.71,,,Y,0.6,0.1
2002,7/10/02,7,MOHK,1,8.8,8,7.4,,1.52,,,0,,0,,,G,4.71,,,Y,7.4,1.52
2002,7/10/02,7,MOHK,1,8.8,9,4,,0.7,,,0,,0,,,G,4.71,,,Y,4,0.7
2002,7/10/02,7,MOHK,1,8.8,10,0.5,,0.12,,,0,,0,,,G,4.71,,,Y,0.5,0.12
2002,7/10/02,7,MOHK,1,8.8,11,7.5,,1.69,,,0,,0,,,G,4.71,,,Y,7.5,1.69
2002,7/10/02,7,MOHK,1,8.8,12,4.5,,0.72,,,0,,0,,,G,4.71,,,Y,4.5,0.72
2002,7/10/02,7,MOHK,1,8.8,13,6.6,,1.56,,,0,,0,,,G,4.71,,,Y,6.6,1.56
2002,7/10/02,7,MOHK,1,8.8,14,1.9,,0.3,,,0,,0,,,G,4.71,,,Y,1.9,0.3
2002,7/10/02,7,MOHK,1,8.8,15,5.5,,1.09,,,0,,0,,,G,4.71,,,Y,5.5,1.09
2002,7/10/02,7,MOHK,1,8.8,16,7,,1.3,,,0,,0,,,G,4.71,,,Y,7,1.3
2002,7/10/02,7,MOHK,1,8.8,17,6.8,,1.55,,,0,,0,,,G,4.71,,,Y,6.8,1.55
2002,7/10/02,7,MOHK,1,8.8,18,2.4,,0.34,,,0,,0,,,G,4.71,,,Y,2.4,0.34
2002,7/10/02,7,MOHK,1,8.8,19,7.7,,2.31,,,0,,0,,,G,4.71,,,Y,7.7,2.31
2002,7/10/02,7,MOHK,1,8.8,20,5.6,,1.12,,,0,,0,,,G,4.71,,,Y,5.6,1.12
2002,7/10/02,7,MOHK,1,8.8,21,7.7,,2.37,,,0,,0,,,G,4.71,,,Y,7.7,2.37
2002,7/10/02,7,MOHK,1,8.8,22,5,,0.8,,,0,,0,,,G,4.71,,,Y,5,0.8
2002,7/10/02,7,MOHK,1,8.8,23,5.7,,1.03,,,0,,0,,,G,4.71,,,Y,5.7,1.03
2002,7/10/02,7,MOHK,1,8.8,24,4.9,,0.78,,,0,,0,,,G,4.71,,,Y,4.9,0.78
2002,7/10/02,7,MOHK,1,8.8,25,8.8,,2.28,,,1.4,,0.6,,,G,4.71,,,Y,10.2,2.88
2002,7/10/02,7,MOHK,1,8.8,26,8.8,,1.74,,,3.2,,2.05,,,G,4.71,,,Y,12,3.79
2002,7/10/02,7,MOHK,1,8.8,27,8.8,,0.93,,,4,,1.77,,,C,4.71,,,Y,12.8,2.7
2002,7/10/02,7,MOHK,1,8.8,28,8.8,,1.36,,,2.4,,1.37,,,C,4.71,,,Y,11.2,2.73
2002,7/10/02,7,MOHK,1,8.8,29,8.8,,2.03,,,3.5,,1.99,,,G,4.71,,,Y,12.3,4.02
2002,7/10/02,7,MOHK,1,8.8,30,8.8,,1.24,,,3,,1.51,,,C,4.71,,,Y,11.8,2.75
2002,7/10/02,7,MOHK,1,8.8,31,8.8,,1.08,,,7.5,,3.52,,,T,4.71,,,Y,16.3,4.6
2002,7/10/02,7,MOHK,1,8.8,32,5,,0.58,,,0,,0,,,T,4.71,,,Y,5,0.58
2002,7/10/02,7,MOHK,1,8.8,33,8.8,,0.89,,,2,,1.15,,,C,4.71,,,Y,10.8,2.04
2002,7/10/02,7,MOHK,1,8.8,34,8.8,,1.91,,,1,,0.77,,,T,4.71,,,Y,9.8,2.68
2002,7/10/02,7,MOHK,1,8.8,35,8.8,,0.55,,,2.8,,0.31,,,C,4.71,,,Y,11.6,0.86
2002,7/10/02,7,MOHK,1,8.8,36,8.8,,0.76,,,3.8,,1.45,,,C,4.71,,,Y,12.6,2.21
2002,7/10/02,7,MOHK,1,8.8,37,8.8,,0.91,,,8.6,,3.3,,,T,4.71,,,Y,17.4,4.21
2002,7/10/02,7,MOHK,1,8.8,38,8.8,,0.76,,,4.2,,1.68,,,C,4.71,,,Y,13,2.44
2002,7/10/02,7,MOHK,1,8.8,39,8.8,,0.71,,,5.2,,1.91,,,C,4.71,,,Y,14,2.62
2002,7/10/02,7,MOHK,1,8.8,40,8.8,,0.88,,,2.1,,0.86,,,T,4.71,,,Y,10.9,1.74
2002,7/10/02,7,MOHK,1,8.8,41,8.8,,0.8,,,6.1,,2.64,,,C,4.71,,,Y,14.9,3.44
2002,7/10/02,7,MOHK,1,8.8,42,8.8,,0.55,,,2.5,,0.34,,,C,4.71,,,Y,11.3,0.89
2002,7/10/02,7,ABUR,1,8.8,1,0.9,,0.05,,,0,,0,,,G,16.28,,,Y,0.9,0.05
2002,7/10/02,7,ABUR,1,8.8,2,4,,0.4,,,0,,0,,,G,16.28,,,Y,4,0.4
2002,7/10/02,7,ABUR,1,8.8,3,0.4,,0.04,,,0,,0,,,G,16.28,,,Y,0.4,0.04
2002,7/10/02,7,ABUR,1,8.8,4,1.8,,0.19,,,0,,0,,,G,16.28,,,Y,1.8,0.19
2002,7/10/02,7,ABUR,1,8.8,5,3.5,,0.53,,,0,,0,,,G,16.28,,,Y,3.5,0.53
2002,7/10/02,7,ABUR,1,8.8,6,2.2,,0.2,,,0,,0,,,G,16.28,,,Y,2.2,0.2
2002,7/10/02,7,ABUR,1,8.8,7,3.4,,0.54,,,0,,0,,,G,16.28,,,Y,3.4,0.54
2002,7/10/02,7,ABUR,1,8.8,8,2.8,,0.49,,,0,,0,,,G,16.28,,,Y,2.8,0.49
2002,7/10/02,7,ABUR,1,8.8,9,4.6,,0.33,,,0,,0,,,G,16.28,,,Y,4.6,0.33
2002,7/10/02,7,ABUR,1,8.8,10,2.1,,0.13,,,0,,0,,,G,16.28,,,Y,2.1,0.13
2002,7/10/02,7,ABUR,1,8.8,11,4.9,,0.61,,,0,,0,,,G,16.28,,,Y,4.9,0.61
2002,7/10/02,7,ABUR,1,8.8,12,6.6,,0.88,,,0,,0,,,G,16.28,,,Y,6.6,0.88
2002,7/10/02,7,ABUR,1,8.8,13,5.9,,0.73,,,0,,0,,,G,16.28,,,Y,5.9,0.73
2002,7/10/02,7,ABUR,1,8.8,14,1.1,,0.08,,,0,,0,,,G,16.28,,,Y,1.1,0.08
2002,7/10/02,7,ABUR,1,8.8,15,0.4,,0.03,,,0,,0,,,G,16.28,,,Y,0.4,0.03
2002,7/10/02,7,ABUR,1,8.8,16,3.8,,0.76,,,0,,0,,,G,16.28,,,Y,3.8,0.76
2002,7/10/02,7,ABUR,1,8.8,17,4.1,,0.75,,,0,,0,,,C,16.28,,,Y,4.1,0.75
2002,7/10/02,7,ABUR,1,8.8,18,8.8,,0.85,,,3.2,,1.91,,,T,16.28,,,Y,12,2.76
2002,7/10/02,7,ABUR,1,8.8,19,1.1,,0.09,,,0,,0,,,G,16.28,,,Y,1.1,0.09
2002,7/10/02,7,ABUR,1,8.8,20,4.2,,0.97,,,0,,0,,,G,16.28,,,Y,4.2,0.97
2002,7/10/02,7,ABUR,1,8.8,21,0.8,,0.04,,,0,,0,,,G,16.28,,,Y,0.8,0.04
2002,7/10/02,7,ABUR,1,8.8,22,0.3,,0.02,,,0,,0,,,G,16.28,,,Y,0.3,0.02
2002,7/10/02,7,ABUR,1,8.8,23,8.8,,1.95,,,1,,0.25,,,G,16.28,,,Y,9.8,2.2
2002,7/10/02,7,ABUR,1,8.8,24,1.9,,0.16,,,0,,0,,,G,16.28,,,Y,1.9,0.16
2002,7/10/02,7,ABUR,1,8.8,25,0.5,,0.03,,,0,,0,,,G,16.28,,,Y,0.5,0.03
2002,7/10/02,7,ABUR,1,8.8,26,0.6,,0.06,,,0,,0,,,G,16.28,,,Y,0.6,0.06
2002,7/10/02,7,ABUR,1,8.8,27,0.7,,0.06,,,0,,0,,,G,16.28,,,Y,0.7,0.06
2002,7/10/02,7,ABUR,1,8.8,28,8.8,,1.52,,,0.4,,0.21,,,G,16.28,,,Y,9.2,1.73
2002,7/10/02,7,ABUR,1,8.8,29,8.8,,1.41,,,1.7,,0.47,,,G,16.28,,,Y,10.5,1.88
2002,7/10/02,7,ABUR,1,8.8,30,8,,1.58,,,0,,0,,,G,16.28,,,Y,8,1.58
2002,7/10/02,7,ABUR,1,8.8,31,3.6,,0.59,,,0,,0,,,T,16.28,,,Y,3.6,0.59
2002,7/10/02,7,ABUR,1,8.8,32,7.8,,1.51,,,0,,0,,,G,16.28,,,Y,7.8,1.51
2002,7/10/02,7,ABUR,1,8.8,33,3,,0.56,,,0,,0,,,C,16.28,,,Y,3,0.56
2002,7/10/02,7,ABUR,1,8.8,34,4.1,,0.46,,,0,,0,,,T,16.28,,,Y,4.1,0.46
2002,7/10/02,7,ABUR,1,8.8,35,0.5,,0.05,,,0,,0,,,G,16.28,,,Y,0.5,0.05
2002,7/10/02,7,ABUR,1,8.8,36,8.8,,1.71,,,4.3,,1.49,,,C,16.28,,,Y,13.1,3.2
2002,7/10/02,7,ABUR,1,8.8,37,8.8,,0.88,,,6.6,,3,,,C,16.28,,,Y,15.4,3.88
2002,7/10/02,7,ABUR,1,8.8,38,7.9,,2.47,,,0,,0,,,C,16.28,,,Y,7.9,2.47
2002,7/10/02,7,ABUR,1,8.8,39,8.8,,0.69,,,2.1,,0.55,,,C,16.28,,,Y,10.9,1.24
2002,7/10/02,7,ABUR,1,8.8,40,8.8,,0.55,,,2.2,,0.21,,,C,16.28,,,Y,11,0.76
2002,7/10/02,7,ABUR,1,8.8,41,8.8,,4.38,,,2.3,,0.28,,,C,16.28,,,Y,11.1,4.66
2002,7/10/02,7,ABUR,1,8.8,42,1.7,,0.65,,,0,,0,,,C,16.28,,,Y,1.7,0.65
2002,7/10/02,7,ABUR,1,8.8,43,8.8,,1.65,,,6.4,,1.92,,,C,16.28,,,Y,15.2,3.57
2002,7/10/02,7,ABUR,1,8.8,44,5.8,,0.28,,,0,,0,,,S,16.28,,,Y,5.8,0.28
2002,7/10/02,7,ABUR,1,8.8,45,8.8,,1.15,,,1.5,,1.72,,,C,16.28,,,Y,10.3,2.87
2002,7/10/02,7,ABUR,1,8.8,46,7.7,,1.26,,,0,,0,,,C,16.28,,,Y,7.7,1.26
2002,7/10/02,7,ABUR,1,8.8,47,8.8,,0.81,,,2.2,,0.98,,,C,16.28,,,Y,11,1.79
2002,7/10/02,7,ABUR,1,8.8,48,8.8,,1.05,,,1.3,,0.94,,,T,16.28,,,Y,10.1,1.99
2002,7/10/02,7,ABUR,1,8.8,49,8.8,,0.7,,,0.3,,0.07,,,C,16.28,,,Y,9.1,0.77
2002,7/10/02,7,ABUR,1,8.8,50,8.3,,2.15,,,0,,0,,,C,16.28,,,Y,8.3,2.15
2002,7/10/02,7,ABUR,1,8.8,51,8.8,,0.6,,,2.7,,1.19,,,C,16.28,,,Y,11.5,1.79
2002,7/10/02,7,ABUR,1,8.8,52,6.1,,0.34,,,0,,0,,,C,16.28,,,Y,6.1,0.34
2002,7/10/02,7,ABUR,1,8.8,53,8.8,,0.42,,,2.1,,0.27,,,C,16.28,,,Y,10.9,0.69
2002,7/10/02,7,ABUR,1,8.8,54,8.8,,1.71,,,1.5,,0.67,,,C,16.28,,,Y,10.3,2.38
2002,7/10/02,7,ABUR,1,8.8,55,5.5,,0.27,,,0,,0,,,C,16.28,,,Y,5.5,0.27
2002,7/10/02,7,ABUR,1,8.8,56,8.8,,0.48,,,5.4,,1.82,,,G,16.28,,,Y,14.2,2.3
2002,7/10/02,7,ABUR,1,8.8,57,8.8,,0.63,,,6.5,,2.74,,,C,16.28,,,Y,15.3,3.37
2002,7/10/02,7,ABUR,1,8.8,58,8.8,,1.21,,,4.5,,2.26,,,C,16.28,,,Y,13.3,3.47
2002,7/11/02,7,AQUE,1,6.7,1,5,,0.51,,,0,,0,,,G,1.06,,,Y,5,0.51
2002,7/11/02,7,AQUE,1,6.7,2,3.2,,0.25,,,0,,0,,,G,1.06,,,Y,3.2,0.25
2002,7/11/02,7,AQUE,1,6.7,3,2.5,,0.18,,,0,,0,,,G,1.06,,,Y,2.5,0.18
2002,7/11/02,7,AQUE,1,6.7,4,6.7,,0.25,,,6.6,,0.81,,,C,1.06,,,Y,13.3,1.06
2002,7/11/02,7,AQUE,1,6.7,5,3.3,,0.16,,,0,,0,,,G,1.06,,,Y,3.3,0.16
2002,7/11/02,7,AQUE,1,6.7,6,6.7,,0.34,,,4.2,,0.57,,,T,1.06,,,Y,10.9,0.91
2002,7/11/02,7,AQUE,1,6.7,7,6.7,,0.82,,,0.2,,0.04,,,G,1.06,,,Y,6.9,0.86
2002,7/11/02,7,AQUE,1,6.7,8,3.2,,0.24,,,0,,0,,,G,1.06,,,Y,3.2,0.24
2002,7/11/02,7,AQUE,1,6.7,9,2,,0.22,,,0,,0,,,G,1.06,,,Y,2,0.22
2002,7/11/02,7,AQUE,1,6.7,10,6.7,,0.29,,,7.2,,1.25,,,G,1.06,,,Y,13.9,1.54
2002,7/11/02,7,AQUE,1,6.7,11,6.7,,0.3,,,5.7,,1.22,,,T,1.06,,,Y,12.4,1.52
2002,7/11/02,7,AQUE,1,6.7,12,6.5,,0.58,,,0,,0,,,G,1.06,,,Y,6.5,0.58
2002,7/11/02,7,AQUE,1,6.7,13,6.7,,0.56,,,2.1,,0.55,,,G,1.06,,,Y,8.8,1.11
2002,7/11/02,7,AQUE,1,6.7,14,6.7,,0.34,,,2,,0.12,,,S,1.06,,,Y,8.7,0.46
2002,7/11/02,7,AQUE,1,6.7,15,6.7,,0.31,,,9.14,,1.07,,,T,1.06,,,Y,15.84,1.38
2002,7/11/02,7,AQUE,1,6.7,16,1.8,,0.18,,,0,,0,,,G,1.06,,,Y,1.8,0.18
2002,7/11/02,7,AQUE,1,6.7,17,6.7,,0.28,,,7,,1.27,,,T,1.06,,,Y,13.7,1.55
2002,7/11/02,7,AQUE,1,6.7,18,0.5,,0.04,,,0,,0,,,G,1.06,,,Y,0.5,0.04
2002,7/11/02,7,AQUE,1,6.7,19,0.4,,0.02,,,0,,0,,,G,1.06,,,Y,0.4,0.02
2002,7/11/02,7,AQUE,1,6.7,20,0.5,,0.04,,,0,,0,,,G,1.06,,,Y,0.5,0.04
2002,7/11/02,7,AQUE,1,6.7,21,6.7,,0.36,,,6.2,,1.26,,,T,1.06,,,Y,12.9,1.62
2002,7/11/02,7,AQUE,1,6.7,22,6.1,,0.71,,,0,,0,,,G,1.06,,,Y,6.1,0.71
2002,7/11/02,7,AQUE,1,6.7,23,4,,0.16,,,0,,0,,,S,1.06,,,Y,4,0.16
2002,7/11/02,7,AQUE,1,6.7,24,4.6,,0.4,,,0,,0,,,G,1.06,,,Y,4.6,0.4
2002,7/11/02,7,AQUE,1,6.7,25,4.4,,0.44,,,0,,0,,,G,1.06,,,Y,4.4,0.44
2002,7/11/02,7,AQUE,1,6.7,26,6.7,,0.54,,,5.3,,1.78,,,G,1.06,,,Y,12,2.32
2002,7/11/02,7,AQUE,1,6.7,27,5.8,,0.23,,,0,,0,,,S,1.06,,,Y,5.8,0.23
2002,7/11/02,7,AQUE,2,6.7,1,0.3,,0.02,,,0,,0,,,G,2.38,,,Y,0.3,0.02
2002,7/11/02,7,AQUE,2,6.7,2,2.1,,0.1,,,0,,0,,,G,2.38,,,Y,2.1,0.1
